Job Title,Job Salary,Job Experience Required,Skills,Role,Location
Area Sales Manager," 11,00,000 - 15,00,000 PA. ",2,"Communication, CRM, Negotiation, Lead Generation",Area Sales Manager,Mumbai
Inside Sales Executive," 2,25,000 - 3,75,000 PA. ",1,"Communication, CRM, Negotiation, Lead Generation",Sales Executive,Bengaluru
Assistant Manager," 6,00,000 - 8,00,000 PA. ",7,"Team Coordination, Process Management, Reporting, Operations Support",,Gurgaon
Assistant Manager," 4,00,000 - 9,00,000 PA. ",3,"Team Coordination, Process Management, Reporting, Operations Support",Sales / Business Development Manager,Delhi
Steward," 1,00,000 - 2,00,000 PA. ",1,"Table Service, Customer Interaction, Food Safety, Hospitality",Steward,Chennai
Senior Java Developer," 10,00,000 - 13,00,000 PA. ",4,"Java, Spring, Hibernate, REST APIs, SQL",Software Developer,Noida
Desktop Support Engineer L1,"INR 90,000 - 1,75,000 PA.",0,"Hardware Troubleshooting, Windows OS, Network Support, Technical Assistance",Technical Support Manager,Mumbai
Social Media Marketing Manager," 3,00,000 - 8,00,000 PA. ",5,"Digital Marketing, SEO, Content Creation, Campaign Management",Social Media Marketing Manager,Chennai
Area Sales Manager," 60,000 - 2,75,000 PA. ",1,"Communication, CRM, Negotiation, Lead Generation",Sales Executive / Officer,Hyderabad
Sr. Executive," 5,00,000 - 8,00,000 PA. ",3,"Team Support, Reporting, Client Handling, Communication, Coordination",,Gurgaon
Chartered Accountant," 1,50,000 - 6,00,000 PA. ",1,"Financial Reporting, Tally, Taxation, Auditing, Budgeting",Chartered Accountant,Delhi
Banking Sales Products," 50,000 - 3,00,000 PA. ",0,"Communication, CRM, Negotiation, Lead Generation",Sales Executive,Delhi
Android Developer," 2,00,000 - 3,00,000 PA. ",0,"Android SDK, Java, Kotlin, Mobile App Development, Firebase",Software Developer,Chennai
Senior Accountant," 3,00,000 - 3,50,000 PA. ",8,"Financial Reporting, Tally, Taxation, Auditing, Budgeting",Accountant,Mumbai
Senior Executive," 4,50,000 - 8,00,000 PA. ",4,"Team Support, Reporting, Client Handling, Communication, Coordination",Training Manager,Mumbai
Team Leader," 4,00,000 - 9,00,000 PA. ",5,"Team Management, Target Achievement, Coaching, Reporting, Communication",Team Lead,Kolkata
Sales Manager," 4,00,000 - 5,50,000 PA. ",3,"Communication, CRM, Negotiation, Lead Generation",Sales / Business Development Manager,Mumbai
Marketing Assistant," 1,25,000 - 2,25,000 PA. ",0,"Digital Marketing, SEO, Content Creation, Campaign Management",,Hyderabad
Full Stack Developer," 3,00,000 - 6,00,000 PA. ",2,"Frontend Development, Backend Development, JavaScript, Node.js, React, MongoDB",Software Developer,Bengaluru
Accounts Executive," 50,000 - 3,00,000 PA. ",0,"Financial Reporting, Tally, Taxation, Auditing, Budgeting",Accounts Executive,Mumbai
Front Office Counsellor," 1,25,000 - 1,75,000 PA. ",1,"Counseling, Front Desk, Communication, Scheduling",,Kolkata
Technical Lead," 20,00,000 - 30,00,000 PA. ",8,"Team Leadership, System Architecture, Code Review, Agile Management",Team Lead / Technical Lead,Bengaluru
Business Head," 15,00,000 - 25,00,000 PA. ",12,"Strategic Planning, Business Development, Team Leadership, Budgeting, Stakeholder Management",Head,Delhi
HR Executive," 2,50,000 - 5,00,000 PA. ",4,"Recruitment, Payroll, Employee Engagement, HR Policies",HR Executive,Mumbai
Sales Engineer," 1,25,000 - 2,50,000 PA. ",1,"Communication, CRM, Negotiation, Lead Generation",Sales Executive,Delhi
Area Sales Manager," 3,50,000 - 4,50,000 PA. ",1,"Communication, CRM, Negotiation, Lead Generation",Area Sales Manager,Delhi
Manager," 5,00,000 - 8,00,000 PA. ",10,"Leadership, Strategic Planning, Team Management, Reporting, Performance Monitoring",,Mumbai
Company Secretary," 2,00,000 - 3,00,000 PA. ",0,"Corporate Law, Compliance, Regulatory Filings, Board Meeting Documentation, ROC Filings",Company Secretary,Bengaluru
Assistant Manager," 9,50,000 - 10,00,000 PA. ",5,"Team Coordination, Process Management, Reporting, Operations Support",,Gurgaon
Senior Manager HR," 3,00,000 - 5,00,000 PA. ",2,"Recruitment, Payroll, Employee Engagement, HR Policies",GM-HR,Kolkata
Area Sales Manager," 7,00,000 - 14,00,000 PA. ",8,"Communication, CRM, Negotiation, Lead Generation",Area Sales Manager,Hyderabad
Sales Coordinator," 2,25,000 - 2,50,000 PA. ",3,"Communication, CRM, Negotiation, Lead Generation",Sales Coordinator,Delhi
Application Engineer," 5,00,000 - 8,00,000 PA. ",3,"Application Support, Troubleshooting, Product Demonstration, Technical Sales",,Noida
Senior Software Engineer," 10,00,000 - 15,00,000 PA. ",4,"Programming, Software Development, Debugging, SDLC",Software Developer,Hyderabad
MIS Executive," 2,00,000 - 4,00,000 PA. ",1,"Excel, Reporting, Data Analysis, MIS Tools",,Bengaluru
Customer Care Executive," 2,00,000 - 2,50,000 PA. ",0,"Customer Service, CRM Tools, Problem Solving, Communication, Ticketing Systems",Telemarketing Executive,Delhi
Software Developer," 2,50,000 - 7,50,000 PA. ",1,"Software Design, Programming, Debugging, SDLC, Version Control",Software Developer,Delhi
Customer Support Executive," 2,00,000 - 2,50,000 PA. ",0,"Customer Interaction, Problem Solving, Communication Skills, CRM Tools, Ticketing Systems",,Mumbai
Sales Officer," 2,25,000 - 4,50,000 PA. ",1,"Communication, CRM, Negotiation, Lead Generation",Sales Executive / Officer,Chennai
CTC 3," 3,00,000 - 6,00,000 PA. ",0,"Office Work, Communication, Documentation",,Mumbai
Product Manager," 9,50,000 - 12,00,000 PA. ",5,"Product Strategy, Roadmap Planning, Market Research, Agile, Stakeholder Communication",Product / Brand Manager,Pune
BPO," 1,00,000 - 4,25,000 PA. ",0,"Customer Handling, Inbound Calls, Outbound Calls, Communication Skills",,Gurgaon
Customer Support Executive," 1,50,000 - 2,50,000 PA. ",3,"Customer Interaction, Problem Solving, Communication Skills, CRM Tools, Ticketing Systems",,Mumbai
Sales Executive," 2,00,000 - 2,50,000 PA. ",0,"Communication, CRM, Negotiation, Lead Generation",Sales Executive / Officer,Delhi
Customer Support Engineer," 2,50,000 - 7,00,000 PA. ",2,"Customer Interaction, Problem Solving, Communication Skills, CRM Tools, Ticketing Systems",,Hyderabad
Sales Coordinator," 1,00,000 - 2,50,000 PA. ",1,"Communication, CRM, Negotiation, Lead Generation",Sales Executive / Officer,Pune
US IT Recruiter," 5,00,000 - 6,00,000 PA. ",2,"Networking, System Administration, Security, Technical Support, Cloud Computing",Recruitment Executive,Mumbai
Executive," 5,00,000 - 6,00,000 PA. ",2,"Communication, Coordination, Data Entry, Reporting, Office Administration",HR Executive,Gurgaon
Business Development Manager," 3,00,000 - 6,00,000 PA. ",1,"Lead Generation, Sales Strategy, Market Research, Client Acquisition",Business Development Manager,Delhi
Senior Accountant," 2,50,000 - 4,00,000 PA. ",8,"Financial Reporting, Tally, Taxation, Auditing, Budgeting",,Chennai
Angular Developer," 4,00,000 - 7,00,000 PA. ",1,"Angular, TypeScript, HTML, CSS, REST APIs, JavaScript",Software Developer,Kolkata
Graphic Designer," 8,00,000 - 18,00,000 PA. ",5,"Adobe Photoshop, Illustrator, CorelDRAW, Creativity, Typography, Branding",Graphic Designer,Mumbai
Legal Manager," 7,00,000 - 10,00,000 PA. ",10,"Legal Compliance, Contract Drafting, Legal Research, Corporate Law",Legal Manager,Hyderabad
Unit Sales Manager," 2,00,000 - 6,00,000 PA. ",1,"Communication, CRM, Negotiation, Lead Generation",Sales / Business Development Manager,Hyderabad
Associate Trainer," 5,00,000 - 6,00,000 PA. ",2,"Training Delivery, Content Creation, Classroom Management, Evaluation",,Mumbai
Medical Coding Jobs," 2,25,000 - 4,00,000 PA. ",0,"ICD-10, CPT, HCPCS, Medical Terminology, Billing, Healthcare Compliance",Medical Officer,Chennai
Software Engineer," 4,00,000 - 8,00,000 PA. ",3,"Programming, Software Development, Debugging, SDLC",Software Developer,Bengaluru
Hiring for Process Associate for Technical Support Profile," 1,00,000 - 2,50,000 PA. ",0,"Troubleshooting, Customer Service, Hardware Support, Software Support",Associate / Senior Associate -(Technical),Delhi
Attending Consultant," 14,00,000 - 15,00,000 PA. ",3,"Medical Diagnosis, Patient Care, Treatment Planning, Consultation",,Delhi
PHP Developer," 1,00,000 - 2,50,000 PA. ",1,"PHP, MySQL, JavaScript, HTML, Laravel, Web Development",Software Developer,Chennai
Service Engineer," 2,50,000 - 5,00,000 PA. ",3,"Equipment Maintenance, Troubleshooting, Customer Support, Installation, Technical Support",Service / Maintenance Engineer,Delhi
Area Sales Manager," 11,00,000 - 17,00,000 PA. ",5,"Communication, CRM, Negotiation, Lead Generation",Area / Territory Manager,Gurgaon
Manager," 2,25,000 - 5,00,000 PA. ",2,"Leadership, Strategic Planning, Team Management, Reporting, Performance Monitoring",,Mumbai
Marketing Executive," 2,00,000 - 3,00,000 PA. ",2,"Digital Marketing, SEO, Content Creation, Campaign Management",Direct Marketing Executive,Hyderabad
Dot Net Developer," 3,00,000 - 7,50,000 PA. ",1,"ASP.NET, C#, SQL Server, MVC, Web API, Visual Studio",Software Developer,Bengaluru
Big Data Engineer," 3,00,000 - 8,00,000 PA. ",4,"Hadoop, Spark, Hive, Data Lakes, ETL, Scala/Java",,Chennai
Java Full Stack Developer," 2,50,000 - 5,50,000 PA. ",1,"Java, Spring Boot, React, REST APIs, SQL, Microservices, Full Stack Development",Software Developer,Chennai
Network Administrator," 2,00,000 - 5,00,000 PA. ",1,"Network Configuration, Firewall, Troubleshooting, Server Management",,Bengaluru
Senior Executive," 4,00,000 - 6,00,000 PA. ",2,"Team Support, Reporting, Client Handling, Communication, Coordination",ICWA,Ahmedabad
Tele Sales Executive," 1,50,000 - 2,25,000 PA. ",0,"Communication, CRM, Negotiation, Lead Generation",Telesales / Telemarketing Executive,Delhi
Sales," 1,00,000 - 5,00,000 PA. ",0,"Communication, CRM, Negotiation, Lead Generation",National Manager-Sales,Delhi
Technical Support Engineer," 2,00,000 - 5,00,000 PA. ",0,"Troubleshooting, Customer Service, Hardware Support, Software Support",Senior Associate -(NonTechnical),Delhi
Sales Executive," 5,00,000 - 8,00,000 PA. ",4,"Communication, CRM, Negotiation, Lead Generation",Sales Coordinator,Gurgaon
Web Designer," 3,00,000 - 4,00,000 PA. ",1,"HTML, CSS, Adobe XD, Figma, UI/UX Design, Responsive Design",Web Designer,Delhi
Front End Developer," 12,00,000 - 15,00,000 PA. ",4,"HTML, CSS, JavaScript, React, Responsive Design",Software Developer,Bengaluru
Sales Executive," 3,00,000 - 6,00,000 PA. ",1,"Communication, CRM, Negotiation, Lead Generation",Sales,Delhi
Enterprise Account Manager," 1,00,000 - 5,00,000 PA. ",3,"Financial Reporting, Tally, Taxation, Auditing, Budgeting",Business Development Manager,Mumbai
Business Development," 3,00,000 - 3,50,000 PA. ",1,"Lead Generation, Sales Strategy, Market Research, Client Acquisition",Business Development Manager,Mumbai
IOS Developer," 3,00,000 - 5,00,000 PA. ",3,"Swift, Xcode, iOS SDK, UIKit, Cocoa Touch, Mobile App Development",Software Developer,Gurgaon
Technical Manager," 2,00,000 - 4,00,000 PA. ",2,"Project Management, Technical Oversight, Team Leadership, Agile",Technical Support Manager,Noida
Accounts Executive," 3,00,000 - 4,00,000 PA. ",3,"Financial Reporting, Tally, Taxation, Auditing, Budgeting",Accounts Executive,Gurgaon
Relationship Manager," 1,00,000 - 3,00,000 PA. ",1,"Client Relationship, Cross-Selling, Financial Advisory, Customer Retention, Sales",,Ahmedabad
Branch Manager," 7,00,000 - 9,00,000 PA. ",5,"Branch Operations, Sales, Team Leadership, Compliance, Customer Relations",Branch Manager,Gurgaon
Relationship Manager," 5,00,000 - 6,00,000 PA. ",2,"Client Relationship, Cross-Selling, Financial Advisory, Customer Retention, Sales",,Mumbai
Executive Sales & Marketing," 2,00,000 - 3,25,000 PA. ",0,"Communication, CRM, Negotiation, Lead Generation",Sales / Business Development Manager,Ahmedabad
Software Engineer," 5,00,000 - 12,00,000 PA. ",5,"Programming, Software Development, Debugging, SDLC",Software Developer,Bengaluru
Business Development Manager," 30,00,000 - 45,00,000 PA. ",5,"Lead Generation, Sales Strategy, Market Research, Client Acquisition",Business Development Manager,Bengaluru
Mean Stack Developer," 3,00,000 - 7,00,000 PA. ",3,"MongoDB, Express.js, Angular, Node.js, JavaScript",Software Developer,Noida
City Head," 6,00,000 - 7,00,000 PA. ",4,"Networking, System Administration, Security, Technical Support, Cloud Computing",,Pune
Hiring for Process Associate for Technical Support Profile," 1,00,000 - 2,75,000 PA. ",0,"Troubleshooting, Customer Service, Hardware Support, Software Support",Associate / Senior Associate -(Technical),Delhi
Assistant Manager," 4,00,000 - 7,00,000 PA. ",4,"Team Coordination, Process Management, Reporting, Operations Support",HR Manager,Mumbai
Business Development Manager," 5,00,000 - 8,00,000 PA. ",3,"Lead Generation, Sales Strategy, Market Research, Client Acquisition",Business Development Manager,Noida
Consultant," 1,75,000 - 2,75,000 PA. ",0,"Client Advisory, Business Analysis, Reporting, Strategy Development",,Delhi
Marketing Executive," 3,00,000 - 6,00,000 PA. ",5,"Digital Marketing, SEO, Content Creation, Campaign Management",Direct Marketing Executive,Jaipur
Senior Magento Developer," 3,00,000 - 6,00,000 PA. ",2,"Magento, PHP, MySQL, JavaScript, eCommerce Development, API Integration",Software Developer,Mumbai
Graphic Designer," 3,00,000 - 4,00,000 PA. ",2,"Adobe Photoshop, Illustrator, CorelDRAW, Creativity, Typography, Branding",Graphic Designer,Noida
Marketing," 2,50,000 - 3,50,000 PA. ",0,"Digital Marketing, SEO, Content Creation, Campaign Management",,Delhi
Full Stack Developer," 2,50,000 - 5,50,000 PA. ",2,"Frontend Development, Backend Development, JavaScript, Node.js, React, MongoDB",Software Developer,Chennai
IT Recruiter," 50,000 - 3,00,000 PA. ",4,"Networking, System Administration, Security, Technical Support, Cloud Computing",,Mumbai
Sales Officer," 1,50,000 - 2,50,000 PA. ",0,"Communication, CRM, Negotiation, Lead Generation",Sales Executive / Officer,Ghaziabad
Assistant Manager," 7,00,000 - 14,00,000 PA. ",2,"Team Coordination, Process Management, Reporting, Operations Support",,Gurgaon
Assistant," 2,50,000 - 4,00,000 PA. ",2,"Administrative Support, Communication, Filing, Coordination",,Chennai
Front End Developer," 5,00,000 - 7,00,000 PA. ",2,"HTML, CSS, JavaScript, React, Responsive Design",Software Developer,Pune
Core Java Developer," 7,00,000 - 17,00,000 PA. ",6,"Java, Spring, Hibernate, REST APIs, SQL",Software Developer,Pune
HR Executive," 90,000 - 1,50,000 PA. ",0,"Recruitment, Payroll, Employee Engagement, HR Policies",Recruitment Executive,Ahmedabad
Java Developer," 5,00,000 - 6,00,000 PA. ",3,"Java, Spring, Hibernate, REST APIs, SQL",Software Developer,Bengaluru
Customer Support Executive," 50,000 - 1,75,000 PA. ",0,"Customer Interaction, Problem Solving, Communication Skills, CRM Tools, Ticketing Systems",,Ahmedabad
Sales Executive," 2,00,000 - 4,00,000 PA. ",0,"Communication, CRM, Negotiation, Lead Generation",Sales Executive,Bengaluru
Recruiter," 50,000 - 3,00,000 PA. ",1,"Networking, System Administration, Security, Technical Support, Cloud Computing",,Hyderabad
MIS Executive," 90,000 - 1,00,000 PA. ",1,"Excel, Reporting, Data Analysis, MIS Tools",,Mumbai
Operations Manager," 6,00,000 - 7,50,000 PA. ",3,"Process Improvement, Team Leadership, Budget Management, Logistics, Vendor Management",Operations Manager,Mumbai
HR Manager," 5,00,000 - 8,50,000 PA. ",5,"Recruitment, Payroll, Employee Engagement, HR Policies",HR Business Partner,Delhi
Preferred Relationship Manager," 8,00,000 - 15,00,000 PA. ",7,"Client Relationship, Cross-Selling, Financial Advisory, Customer Retention, Sales",Regional Manager,Mumbai
Area Sales Manager," 4,50,000 - 5,50,000 PA. ",4,"Communication, CRM, Negotiation, Lead Generation",Area Sales Manager,Mumbai
Associate," 5,00,000 - 12,00,000 PA. ",0,"Data Handling, Coordination, Reporting, Documentation",Chartered Accountant,Bengaluru
Pre Primary Teacher," 1,25,000 - 1,50,000 PA. ",0,"Early Childhood Education, Lesson Planning, Classroom Management, Child Development",Class Teacher,Pune
Area Sales Manager," 3,00,000 - 6,00,000 PA. ",3,"Communication, CRM, Negotiation, Lead Generation",Sales / Business Development Manager,Kolkata
Senior Software Engineer," 3,00,000 - 8,00,000 PA. ",2,"Programming, Software Development, Debugging, SDLC",Software Developer,Noida
Big Data Developer," 5,00,000 - 10,00,000 PA. ",4,"Hadoop, Spark, Hive, Pig, ETL, Data Engineering",Software Developer,Noida
SQL Developer," 10,00,000 - 20,00,000 PA. ",7,"SQL, Stored Procedures, Database Design, T-SQL, Performance Tuning",Software Developer,Mumbai
